# Donnee representant les scores obtenus pour les fonctions f1 a fn
223412	208627
211535	212172
223845	210973
218893	226798
238697	236586
231343	235940
219035	241336
233557	230551
225079	202261
214985	220536
207055	211971
227794	219813
253923	231405
210350	201904
225133	208566
232391	222282
228722	220924
213583	225630
230395	225428
220931	227700
229338	246212
238494	219270
244974	234294
228717	233884
231349	225860
236443	217043
216256	238917
227155	207296
216817	215912
218624	229782
209840	237521
212485	203967
199257	232779
225767	237951
228943	201141
226026	248400
221663	238453
234752	208180
246384	203238
217461	219994
220822	210994
218486	211902
215802	227791
228231	228572
227359	233985
235725	194048
217386	229456
224029	226693
216510	242525
202365	245293
235373	209584
213250	235817
212256	209834
223737	233719
221964	203852
215168	212685
236573	224020
251718	222584
237369	233605
213994	217493
233023	230376
205713	244561
201519	225077
231214	199895
212581	241884
226298	241764
244007	212197
206105	216863
231013	229171
229013	225447
227972	214954
214264	217643
229835	223468
212490	219239
249697	213110
189807	223301
222922	222218
222511	213732
216860	206942
218670	224091
200633	209709
241646	220934
210562	212970
211705	251467
227895	220933
214211	227591
215757	214390
230263	250061
225071	230621
229903	220846
240335	215780
198603	215460
195991	244217
227794	202111
189296	224878
218920	233500
221130	215680
202388	227992
231938	239483
213195	222360
211692	235528
236921	208584
195906	233541
216206	213490
231698	234837
221476	219616
218295	224251
227587	249763
229900	208793
227864	226428
234319	220776
221129	226648
222523	233953
215507	223506
217351	226764
237192	209698
220052	239210
232391	225163
213796	230246
217694	230719
216718	215200
215177	240387
224428	240422
215697	238434
230085	216092
212115	220667
232080	239267
206465	225695
231068	221811
225823	229664
220362	225611
233596	221007
226993	214331
205667	231214
217041	229103
225681	205393
214497	223163
224381	229541
225367	237984
226280	217305
219671	197940
219772	223793
217086	220333
205527	243124
213473	218217
201962	221293
230853	218008
230588	205896
224130	227159
192101	234684
221045	215800
232889	217130
222269	226605
222568	229000
201575	238529
206324	217426
208134	220744
221313	230310
230111	237294
235395	228376
210104	239936
236746	229705
223354	205810
222588	219775
207839	228738
